n k for YH(3-delta) taken from lee1999 [http://dx.doi.org/10.1063/1.371754]
nm
nk

2.76E+03	1.34E+00	6.96E-01
2.79E+03	1.34E+00	7.07E-01
2.82E+03	1.34E+00	7.27E-01
2.85E+03	1.35E+00	7.51E-01
2.88E+03	1.35E+00	7.67E-01
2.92E+03	1.36E+00	7.75E-01
2.95E+03	1.37E+00	7.78E-01
2.99E+03	1.37E+00	7.79E-01
3.02E+03	1.38E+00	7.83E-01
3.06E+03	1.39E+00	7.92E-01
3.10E+03	1.40E+00	8.03E-01
3.14E+03	1.41E+00	8.16E-01
3.18E+03	1.42E+00	8.27E-01
3.22E+03	1.42E+00	8.36E-01
3.26E+03	1.43E+00	8.42E-01
3.31E+03	1.43E+00	8.45E-01
3.35E+03	1.44E+00	8.44E-01
3.40E+03	1.46E+00	8.41E-01
3.44E+03	1.46E+00	8.40E-01
3.49E+03	1.46E+00	8.46E-01
3.54E+03	1.47E+00	8.61E-01
3.59E+03	1.48E+00	8.80E-01
3.65E+03	1.49E+00	8.98E-01
3.70E+03	1.49E+00	9.11E-01
3.76E+03	1.49E+00	9.16E-01
3.81E+03	1.50E+00	9.17E-01
3.87E+03	1.51E+00	9.12E-01
3.94E+03	1.51E+00	9.04E-01
4.00E+03	1.51E+00	9.01E-01
4.07E+03	1.51E+00	9.08E-01
4.13E+03	1.50E+00	9.22E-01
4.20E+03	1.49E+00	9.38E-01
4.28E+03	1.47E+00	9.51E-01
4.35E+03	1.47E+00	9.60E-01
4.43E+03	1.47E+00	9.66E-01
4.51E+03	1.47E+00	9.74E-01
4.59E+03	1.47E+00	9.84E-01
4.68E+03	1.47E+00	1.00E+00
4.77E+03	1.48E+00	1.02E+00
4.86E+03	1.49E+00	1.05E+00
4.96E+03	1.50E+00	1.08E+00
5.06E+03	1.51E+00	1.09E+00
5.17E+03	1.50E+00	1.11E+00
5.28E+03	1.50E+00	1.13E+00
5.39E+03	1.51E+00	1.15E+00
5.51E+03	1.50E+00	1.16E+00
5.64E+03	1.49E+00	1.17E+00
5.77E+03	1.49E+00	1.16E+00
5.90E+03	1.51E+00	1.16E+00
6.05E+03	1.55E+00	1.16E+00
6.20E+03	1.61E+00	1.16E+00
6.36E+03	1.63E+00	1.15E+00
6.53E+03	1.62E+00	1.15E+00
6.70E+03	1.58E+00	1.13E+00
6.89E+03	1.49E+00	1.12E+00
7.08E+03	1.45E+00	1.12E+00
7.29E+03	1.36E+00	1.12E+00
7.51E+03	1.22E+00	1.15E+00
7.75E+03	1.15E+00	1.21E+00
8.00E+03	1.06E+00	1.35E+00
8.27E+03	1.00E+00	1.59E+00
8.55E+03	9.37E-01	1.74E+00
8.86E+03	8.65E-01	1.92E+00
9.18E+03	8.67E-01	2.18E+00
9.54E+03	9.12E-01	2.40E+00
9.92E+03	1.11E+00	2.62E+00
1.03E+04	1.26E+00	2.68E+00
1.08E+04	1.23E+00	2.70E+00
1.13E+04	1.06E+00	2.97E+00
1.18E+04	1.16E+00	3.45E+00
1.24E+04	1.34E+00	3.98E+00
1.31E+04	1.95E+00	4.58E+00
1.38E+04	2.87E+00	3.93E+00
1.46E+04	2.86E+00	3.56E+00
1.55E+04	2.62E+00	3.16E+00
1.65E+04	1.44E+00	3.52E+00
1.77E+04	8.70E-01	6.63E+00
1.91E+04	3.76E+00	6.12E+00
2.07E+04	4.29E+00	5.78E+00
2.25E+04	4.72E+00	5.82E+00
2.48E+04	5.61E+00	7.42E+00
